id,date,latitude,site,size,air_temp,air_temp_sd,water_temp,water_temp_sd,name
188,8/7/16,39.1,DB,17.33,13.932,9.965,15.657,9.121,Delaware Bay NERR
189,8/7/16,39.1,DB,16.64,13.932,9.965,15.657,9.121,Delaware Bay NERR
190,8/7/16,39.1,DB,14.92,13.932,9.965,15.657,9.121,Delaware Bay NERR
191,8/7/16,39.1,DB,18.45,13.932,9.965,15.657,9.121,Delaware Bay NERR
192,8/7/16,39.1,DB,20.38,13.932,9.965,15.657,9.121,Delaware Bay NERR
193,8/7/16,39.1,DB,17.19,13.932,9.965,15.657,9.121,Delaware Bay NERR
194,8/7/16,39.1,DB,13.06,13.932,9.965,15.657,9.121,Delaware Bay NERR
195,8/7/16,39.1,DB,13.9,13.932,9.965,15.657,9.121,Delaware Bay NERR
196,8/7/16,39.1,DB,16.01,13.932,9.965,15.657,9.121,Delaware Bay NERR
197,8/7/16,39.1,DB,14.27,13.932,9.965,15.657,9.121,Delaware Bay NERR
198,8/7/16,39.1,DB,13.5,13.932,9.965,15.657,9.121,Delaware Bay NERR
199,8/7/16,39.1,DB,15,13.932,9.965,15.657,9.121,Delaware Bay NERR
200,8/7/16,39.1,DB,14.3,13.932,9.965,15.657,9.121,Delaware Bay NERR
201,8/7/16,39.1,DB,15.12,13.932,9.965,15.657,9.121,Delaware Bay NERR
202,8/7/16,39.1,DB,14.25,13.932,9.965,15.657,9.121,Delaware Bay NERR
203,8/7/16,39.1,DB,15.36,13.932,9.965,15.657,9.121,Delaware Bay NERR
204,8/7/16,39.1,DB,14.26,13.932,9.965,15.657,9.121,Delaware Bay NERR
205,8/7/16,39.1,DB,13.28,13.932,9.965,15.657,9.121,Delaware Bay NERR
206,8/7/16,39.1,DB,11.46,13.932,9.965,15.657,9.121,Delaware Bay NERR
207,8/7/16,39.1,DB,14.36,13.932,9.965,15.657,9.121,Delaware Bay NERR
208,8/7/16,39.1,DB,15.89,13.932,9.965,15.657,9.121,Delaware Bay NERR
209,8/8/16,39.6,JC,20.92,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
210,8/8/16,39.6,JC,18.36,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
211,8/8/16,39.6,JC,12.12,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
212,8/8/16,39.6,JC,12.84,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
213,8/8/16,39.6,JC,12.83,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
214,8/8/16,39.6,JC,17.56,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
215,8/8/16,39.6,JC,18.39,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
216,8/8/16,39.6,JC,15.33,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
217,8/8/16,39.6,JC,17.93,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
218,8/8/16,39.6,JC,18.35,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
219,8/8/16,39.6,JC,15.78,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
220,8/8/16,39.6,JC,16.03,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
221,8/8/16,39.6,JC,12.22,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
222,8/8/16,39.6,JC,9.58,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
223,8/8/16,39.6,JC,14.39,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
224,8/8/16,39.6,JC,12.74,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
225,8/8/16,39.6,JC,13.48,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
226,8/8/16,39.6,JC,15.52,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
227,8/8/16,39.6,JC,17.84,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
228,8/8/16,39.6,JC,17.91,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
229,8/8/16,39.6,JC,13.37,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
230,8/8/16,39.6,JC,16.96,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
231,8/8/16,39.6,JC,12.2,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
232,8/8/16,39.6,JC,12.14,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
233,8/8/16,39.6,JC,17.01,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
234,8/8/16,39.6,JC,14.62,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
235,8/8/16,39.6,JC,12.37,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
236,8/8/16,39.6,JC,19.2,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
237,8/8/16,39.6,JC,15.63,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
238,8/8/16,39.6,JC,14.62,13.143,9.814,15.051,9.016,Jacques Cousteau NERR
239,8/9/16,41.3,CT,15.52,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
240,8/9/16,41.3,CT,15.26,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
241,8/9/16,41.3,CT,15.62,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
242,8/9/16,41.3,CT,16.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
243,8/9/16,41.3,CT,15.96,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
244,8/9/16,41.3,CT,12.26,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
245,8/9/16,41.3,CT,11.01,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
246,8/9/16,41.3,CT,13.47,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
247,8/9/16,41.3,CT,16.05,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
248,8/9/16,41.3,CT,16.35,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
249,8/9/16,41.3,CT,16.04,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
250,8/9/16,41.3,CT,15.43,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
251,8/9/16,41.3,CT,16.29,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
252,8/9/16,41.3,CT,13.95,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
253,8/9/16,41.3,CT,17.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
254,8/9/16,41.3,CT,12.08,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
255,8/9/16,41.3,CT,12.03,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
256,8/9/16,41.3,CT,11.56,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
257,8/9/16,41.3,CT,15.73,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
258,8/9/16,41.3,CT,17.4,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
259,8/9/16,41.3,CT,NA,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
260,8/9/16,41.3,CT,12.03,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
261,8/9/16,41.3,CT,17.08,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
262,8/9/16,41.3,CT,12.24,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
263,8/9/16,41.3,CT,11.34,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
264,8/9/16,41.3,CT,19.47,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
265,8/9/16,41.3,CT,13.5,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
266,8/9/16,41.3,CT,15.8,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
267,8/9/16,41.3,CT,17.04,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
268,8/9/16,41.3,CT,18.06,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
269,8/9/16,41.3,CT,12.75,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
270,8/9/16,41.3,CT,11.78,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
271,8/9/16,41.3,CT,15.92,12.05,8.81,13.976,6.567,Sixpenny Island - Connecticut
272,8/9/16,41.6,NB,20.28,12.205,9.483,17.504,7.865,Narragansett Bay NERR
273,7/28/16,41.6,NB,19.54,12.205,9.483,17.504,7.865,Narragansett Bay NERR
274,7/28/16,41.6,NB,21.94,12.205,9.483,17.504,7.865,Narragansett Bay NERR
275,7/28/16,41.6,NB,16.95,12.205,9.483,17.504,7.865,Narragansett Bay NERR
276,7/28/16,41.6,NB,15.03,12.205,9.483,17.504,7.865,Narragansett Bay NERR
277,7/28/16,41.6,NB,16.2,12.205,9.483,17.504,7.865,Narragansett Bay NERR
278,7/28/16,41.6,NB,21.47,12.205,9.483,17.504,7.865,Narragansett Bay NERR
279,7/28/16,41.6,NB,17.97,12.205,9.483,17.504,7.865,Narragansett Bay NERR
280,7/28/16,41.6,NB,18.31,12.205,9.483,17.504,7.865,Narragansett Bay NERR
281,7/28/16,41.6,NB,16.56,12.205,9.483,17.504,7.865,Narragansett Bay NERR
282,7/28/16,41.6,NB,18.23,12.205,9.483,17.504,7.865,Narragansett Bay NERR
283,7/28/16,41.6,NB,17.93,12.205,9.483,17.504,7.865,Narragansett Bay NERR
284,7/28/16,41.6,NB,17.48,12.205,9.483,17.504,7.865,Narragansett Bay NERR
285,7/28/16,41.6,NB,17.17,12.205,9.483,17.504,7.865,Narragansett Bay NERR
286,7/28/16,41.6,NB,17.44,12.205,9.483,17.504,7.865,Narragansett Bay NERR
